MLS#,Address,City,Status,Status Timestamp,Prop Type,Acres,SQFT Total,SQFTAbvGr,Rooms,Beds,Baths,Garage/Park,Built,DOM,Association Amenities,Assessed Value,Driveway Type,Price,Property Tax,Zoning,Handicap Features,Energy Features,HOA Fee Amount,HOA YN,HOA Fee Frequency,Bank Owned or Controlled Property YN,High School,Elementary School,Nearby Amenities,Swimming Pool YN,Direct Waterfront YN,Waterfront Description,Price Change Timestamp,Cooling,Heat Type,Heat Fuel Type,Intermediate School,Exterior Features,Middle Jr High School,Pool Description,Estimated Annual Heat Co,Photo
170624724,"586 W. Thames St. , Unit# 608",Norwich,NEW,02/14/2024,CO,,1740,1740,4,2,2/1,"0 Car Garage, Other",2003,13,"Elevator, Exercise Room/Health Club, Guest Parking",171600,,419900,7181,MF,,"Programmable Thermostat, Thermopane Windows",576,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,"Golf Course, Health Club, Library, Medical Facilities, Park, Public Transportation",No,No,View,,"Central Air, Ductless",Heat Pump,Electric,,"Balcony, Grill, Gutters, Stone Wall",,,,
170619029,639  Bradley St.,East Haven,ACTV,01/18/2024,,0.55,960,960,6,3,1/0,"0 Car Garage, Driveway, Paved",1954,40,,122640,Paved,325000,3826,R-2,,"Storm Doors, Thermopane Windows",,No,,No,East Haven,Per Board of Ed,"Golf Course, Health Club, Lake, Medical Facilities, Shopping/Mall",No,No,Not Applicable,02/20/2024,Central Air,Hot Air,Natural Gas,Per Board of Ed,"Deck, Gutters, Porch, Shed",Joseph Melillo,,,
170613525,164 W. Cornwall Rd.,Sharon,ACTV,01/09/2024,,4.5,1267,1267,6,3,2/0,"3 Car Garage, 3 Total Spaces, Detached Garage",1984,49,,229000,Paved,625000,3298,2,,"Generator, Storm Doors, Storm Windows",,No,,No,Housatonic,Sharon Center,Private School(s),No,No,Not Applicable,,Central Air,"Hot Water, Wood/Coal Stove","Oil, Wood",,"Deck, Porch",,,,
170626095,11  Shadow Ln.,Ridgefield,NEW,02/22/2024,,1.34,5628,4910,12,4,4/1,"2 Car Garage, Attached Garage",1860,5,,798840,"Private, Paved",2495000,20618,RA,,,,No,,No,Ridgefield,Veterans Park,,Yes,No,Not Applicable,02/22/2024,"Central Air, Zoned","Hot Air, Zoned",Oil,,"French Doors, Guest House, Gutters, Lighting, Patio, Porch-Screened, Stone Wall, Underground Sprinkler",East Ridge,"In Ground Pool, Gunite",,
170614710,"444  Bedford St. , Unit# 6F",Stamford,NEW,02/15/2024,CO,,880,880,4,2,1/0,"1 Car Garage, 1 Total Spaces, Off Street Parking",1972,12,Elevator,182740,,315000,4612,CL,,,524,Yes,Monthly,No,Westhill,Stillmeadow,"Basketball Court, Commuter Bus, Library, Medical Facilities, Park, Public Transportation, Walk to Bus Lines",No,No,Beach Rights,,Wall Unit,Wall Unit,Natural Gas,,"Balcony, Sidewalk",Dolan,,,
170626332,23  Hawley Dr.,Ansonia,NEW,02/23/2024,,0.45,2388,1236,7,3,2/0,"2 Car Garage, 6 Total Spaces, Attached Garage, Under House Garage, Driveway",1983,4,,221410,"Private, Paved, Asphalt",429900,5810,A,,"Storm Windows, Thermopane Windows",,No,,No,Ansonia,Prendergast,"Library, Medical Facilities, Park, Public Transportation, Shopping/Mall",Yes,No,Not Applicable,02/23/2024,None,Baseboard,Natural Gas,,"Deck, Gutters, Shed",Ansonia,In Ground Pool,,
170617715,509  North St.,Milford,ACTV,01/11/2024,,0.27,1586,1586,7,4,2/0,"1 Car Garage, 2 Total Spaces, Attached Garage",1948,47,None,229500,"Private, Paved, Asphalt",529900,6236,R10,,"Storm Doors, Thermopane Windows",,No,,No,Joseph A. Foran,Orange Avenue,"Basketball Court, Golf Course, Library, Medical Facilities, Park, Playground/Tot Lot, Shopping/Mall, Tennis Courts",No,No,Not Applicable,,Central Air,Hot Air,Natural Gas,,"Deck, Gutters, Lighting",Harborside,,,
170626815,43  Shadow Ln.,Cromwell,NEW,02/28/2024,,0.59,2800,2800,8,4,3/1,"2 Car Garage, Attached Garage",2023,0,,0,,785000,0,R-25,,"Programmable Thermostat, Ridge Vents, Thermopane Windows",,No,,No,Cromwell,Edna C. Stevens,"Commuter Bus, Golf Course, Library, Park, Public Rec Facilities, Public Transportation, Shopping/Mall",No,No,,,Central Air,Hot Air,Propane,Woodside,Deck,Cromwell,,,
170626046,"42  Mattabasset Dr. , Unit# 42",Meriden,NEW,02/25/2024,CO,,1467,1467,4,2,1/1,"1 Car Garage, Under House Garage",1972,2,"Basketball Court, Playground/Tot Lot, Pool",117180,,219900,4077,res,,,431,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,"Basketball Court, Playground/Tot Lot",Yes,No,Not Applicable,02/25/2024,Central Air,Hot Air,Electric,,Deck,,,,
170625972,42  Adamec Rd.,Willington,NEW,02/22/2024,,2.8,2232,2232,6,3,2/0,"4 Car Garage, Detached Garage, Driveway",1888,5,,126860,"Dirt, Gravel",450000,4080,R80,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,02/22/2024,Ceiling Fans,"Baseboard, Hot Water",Oil,,,,,,
170621979,4  Eastview Rd.,Plymouth,ACTV,02/05/2024,,0.11,960,960,5,3,1/0,"0 Car Garage, Driveway",1940,22,"Basketball Court, Playground/Tot Lot",96110,Paved,215000,3623,RA-2L,,,210,Yes,Annually,No,Terryville,Per Board of Ed,Lake,No,No,"Beach Rights, Walk to Water",,None,Hot Air,Propane,,Deck,,,,
170626408,91 E. Harold St.,Bloomfield,NEW,02/24/2024,,0.32,1075,1075,6,4,1/0,"0 Car Garage, 2 Total Spaces, Driveway",1950,4,,77630,Private,234900,3096,R-10,,,,No,,Yes,Bloomfield,Per Board of Ed,,No,No,Not Applicable,,None,Hot Air,Natural Gas,,Patio,,,,
170626588,"29  Woodbridge Ln. , Unit# 29",Cromwell,NEW,02/24/2024,CO,,1744,1744,5,3,1/1,"1 Car Garage, Under House Garage",1983,3,"Club House, Pool",151200,,284999,4447,R-15,,Thermopane Windows,360,Yes,Monthly,No,Cromwell,Edna C. Stevens,Tennis Courts,Yes,No,Not Applicable,02/24/2024,Central Air,"Gas on Gas, Hot Air",Natural Gas,Woodside,Deck,,In Ground Pool,,
170620042,691  Booth Hill Rd.,Trumbull,ACTV,01/20/2024,,2.32,992,992,4,2,1/1,"2 Car Garage, Attached Garage, Paved",1920,38,,211260,Private,460000,7468,AA,,,,No,,No,Per Board of Ed,Middlebrook,"Library, Medical Facilities, Park, Shopping/Mall",No,Yes,"View, Walk to Water",,Central Air,Hot Air,Oil,,"Awnings, Balcony",,,,
170618303,19  Joann Cir.,Westport,ACTV,01/10/2024,,1.12,10521,8320,14,6,6/3,"3 Car Garage, Attached Garage, Driveway",2024,48,,9999,,5099000,9999,AA,,,,No,,No,Staples,Long Lots,"Basketball Court, Commuter Bus, Health Club, Library, Park, Public Pool, Tennis Courts",Yes,No,Beach Rights,,Central Air,"Hydro Air, Zoned",Natural Gas,,"French Doors, Garden Area, Gutters, Hot Tub, Lighting, Patio, Underground Sprinkler",Bedford,"In Ground Pool, Heated, Gunite, Solar Cover",,
170623769,88  Henderson Dr.,East Hartford,ACTV,02/09/2024,,0.23,1030,1030,5,3,1/1,"0 Car Garage, Paved",1961,18,,128410,Paved,275000,5463,R-2,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,,None,Baseboard,Oil,,,,,,
170624092,"6  Fairview Dr. , Unit# 3",Danbury,ACTV,02/11/2024,CO,,670,670,3,1,1/0,"0 Car Garage, On Street Parking",1960,16,,83230,,195000,1942,RM12,,,450,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,,Yes,No,Not Applicable,,None,Baseboard,Oil,,,,,,
170624344,26  Partridge Run.,Bristol,ACTV,02/13/2024,,0.68,2453,2453,6,3,4/1,"2 Car Garage, Attached Garage",2004,14,,339220,,475000,10295,R-25,,,,No,,No,Bristol Central,Edgewood,,No,No,Not Applicable,02/26/2024,Central Air,Hot Air,Oil,,,Chippens Hill,,,
170615267,55  Lake Of Isles Dr.,North Stonington,ACTV,01/05/2024,,0.46,1712,1712,6,3,2/0,"0 Car Garage, Driveway, Paved",2017,53,,194320,Paved,464900,5633,R80,,Thermopane Windows,0,Yes,Other,No,Wheeler,North Stonington,"Golf Course, Lake, Public Rec Facilities",No,No,View,02/22/2024,Central Air,Hot Air,Propane,,"Deck, Porch, Underground Sprinkler",,,,
170616584,213  Church Hill Rd.,Trumbull,ACTV,01/08/2024,,0.5,1922,1922,8,3,1/1,"2 Car Garage, Attached Garage",1931,50,None,254450,Private,639900,8941,A,,,,No,,No,Trumbull,Middlebrook,"Golf Course, Library, Medical Facilities, Park, Public Pool, Public Rec Facilities, Public Transportation, Shopping/Mall",No,No,Not Applicable,02/01/2024,Whole House Fan,"Baseboard, Hot Water",Oil,,Patio,Madison,,,
170626499,"65  Kohanza St. , Unit# 65",Danbury,ACTV,02/28/2024,CO,,960,960,5,2,1/0,"0 Car Garage, Off Street Parking, Parking Lot, Assigned Parking",1949,,None,105630,,260000,2464,RM12,,Thermopane Windows,240,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,"Golf Course, Health Club, Lake, Library, Medical Facilities, Park, Public Transportation, Shopping/Mall",No,No,Not Applicable,02/24/2024,Window Unit,Baseboard,Electric,Per Board of Ed,"Covered Deck, Deck, Gutters, Sidewalk",Per Board of Ed,,,
170618394,111  Middle Tpke. E.,Manchester,ACTV,02/07/2024,,0.27,1310,1310,6,3,1/0,"1 Car Garage, 3 Total Spaces, Detached Garage",1949,50,,126700,"Private, Shared, Asphalt",289900,4713,RB,,Thermopane Windows,,No,,Yes,Manchester,Per Board of Ed,Public Transportation,No,No,Not Applicable,02/20/2024,None,Baseboard,Oil,,"Gutters, Porch-Enclosed, Sidewalk",,,,
170616587,17  Morningside St. W.,Hartford,ACTV,02/27/2024,,0.14,1448,1448,6,3,2/0,"1 Car Garage, Detached Garage",1928,59,,54243,Gravel,314900,3740,N3-2,,Storm Doors,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,02/27/2024,None,Radiator,Natural Gas,,Porch-Enclosed,,,,
170619396,41  Gates Farm Rd.,Lebanon,ACTV,01/17/2024,,2,5090,5090,15,6,3/0,"3 Car Garage, Attached Garage, Driveway, Paved",1990,41,,277380,"Private, Paved",599900,8044,RA,,"Active Solar, Storm Doors, Thermopane Windows",,No,,No,Per Board of Ed,Lebanon,,No,No,Not Applicable,01/17/2024,Central Air,Hot Air,"Oil, Wood",Per Board of Ed,"Barn, Gutters, Patio",Lebanon,,,
170620547,"2720  State St. , Unit# 26",Hamden,ACTV,01/23/2024,CO,,1386,1386,3,2,1/1,"1 Car Garage, Attached Garage, Under House Garage",2006,35,,111300,,350000,6275,T4,,,247,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,Shopping/Mall,No,No,Not Applicable,01/23/2024,Central Air,Hot Air,Natural Gas,,,,,,
170616898,47  Leighton Trl.,Guilford,ACTV,02/01/2024,,0.98,4435,2895,8,4,2/1,"2 Car Garage, Attached Garage",1999,26,None,501690,"Private, Paved",830000,12984,OSD,,Thermopane Windows,,No,,No,Guilford,A. W. Cox,"Golf Course, Lake, Library, Medical Facilities, Park, Shopping/Mall, Tennis Courts",No,No,Not Applicable,,Central Air,"Hot Air, Zoned",Oil,Baldwin,"Deck, Gutters, Lighting",Adams,,,
170616854,8  White Birch Ln.,Middlebury,ACTV,01/02/2024,,1,1950,1950,7,3,2/1,"2 Car Garage, Attached Garage",2024,56,None,0,Crushed Stone,699750,1,R40,,Thermopane Windows,,No,,No,Pomperaug,Long Meadow,"Park, Private School(s)",No,No,Not Applicable,,Central Air,Hot Air,Propane,,Deck,Memorial,,,
170623116,9  Sunset Ave.,East Lyme,ACTV,02/06/2024,,0.33,1247,1247,7,2,2/0,"2 Car Garage, Detached Garage",1940,21,Club House,204330,"Private, Dirt",539900,5084,R12,,,360,Yes,Annually,No,Per Board of Ed,Per Board of Ed,"Basketball Court, Bocci Court, Library, Park, Playground/Tot Lot",No,No,Beach,,None,"Baseboard, SPAHE","Electric, Propane",,Patio,,,,
170616199,"25  2nd St. , Unit# B3",Stamford,ACTV,01/04/2024,CO,,1400,1400,4,2,2/1,"0 Car Garage, 1 Total Spaces, Off Street Parking, On Street Parking, Assigned Parking",1979,54,,243530,,399900,6147,RMF,,,235,Yes,Monthly,No,Westhill,Davenport Ridge,"Golf Course, Health Club, Library, Medical Facilities, Park, Public Transportation, Tennis Courts, Walk to Bus Lines",No,No,Beach Rights,01/30/2024,Heat Pump,Heat Pump,Electric,,"Balcony, Sidewalk",Turn of River,,,
170619885,160  Dickerman St.,Hamden,ACTV,01/19/2024,,0.42,1176,1176,6,3,1/0,"0 Car Garage, Driveway",1900,39,,138040,"Crushed Stone, Dirt",275000,7783,Res,,Storm Windows,,No,,No,Hamden,Per Board of Ed,,No,No,Not Applicable,,None,Hot Air,Oil,,"Deck, Porch",,,,
170618011,21  Fox Den Rd.,Bristol,ACTV,02/19/2024,,0.36,1620,1620,6,3,1/1,"2 Car Garage, Attached Garage, Off Street Parking",1960,35,,175700,"Private, Paved",399900,5332,R-15,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,,None,Baseboard,Oil,,,,,,
170616666,6  Sears Dr.,Sherman,ACTV,01/04/2024,,0.41,1973,1373,7,3,2/1,"1 Car Garage, 4 Total Spaces, Detached Garage, Driveway, Paved",1961,54,,177500,,495000,3163,n/a,,,,No,,No,Per Board of Ed,Per Board of Ed,"Lake, Library, Park, Playground/Tot Lot, Public Pool",No,No,"Lake, View",02/17/2024,"Central Air, Split System",Baseboard,Oil,Per Board of Ed,"Garden Area, Guest House, Gutters, Hot Tub, Lighting, Patio, Shed, Stone Wall",Per Board of Ed,,,
170626323,"79  Phillips Farm Rd. , Unit# 79",East Hartford,NEW,02/23/2024,CO,,1668,1668,6,3,2/1,"2 Car Garage, 2 Total Spaces, Attached Garage",2006,5,,162200,,309900,6900,DDD2,,"Storm Doors, Thermopane Windows",371,Yes,Monthly,No,East Hartford,Governor Wm. Pitkin,"Health Club, Medical Facilities, Public Rec Facilities, Shopping/Mall",No,No,Not Applicable,,Central Air,Hot Air,Natural Gas,,,,,,
170619926,10  Bolton Ln.,Westport,ACTV,01/19/2024,,0.9,6790,5145,13,6,5/2,"3 Car Garage, Attached Garage, Paved",2023,39,,0,"Private, Paved",4450000,0,RES,,Programmable Thermostat,,No,,No,Staples,Kings Highway,"Library, Medical Facilities, Playground/Tot Lot, Public Pool, Public Rec Facilities, Public Transportation, Shopping/Mall, Tennis Courts",Yes,Yes,"Direct Waterfront, River, Beach Rights, View",,"Central Air, Zoned","Hydro Air, Zoned",Propane,,"French Doors, Gutters, Lighting, Patio, Underground Sprinkler, Underground Utilities",Coleytown,"In Ground Pool, Heated, Safety Fence, Gunite",,
170618252,282  Main St.,New Canaan,ACTV,01/11/2024,,0.36,5782,5180,17,5,4/2,"2 Car Garage, Attached Garage, Under House Garage, Driveway",2023,47,,99999999,"Private, Asphalt",3995000,99999999,BRES,,"Extra Insulation, Programmable Thermostat, Thermopane Windows",,No,,No,New Canaan,South,"Health Club, Library, Medical Facilities, Park, Playground/Tot Lot, Private School(s), Public Transportation, Shopping/Mall",No,No,Not Applicable,02/14/2024,"Central Air, Zoned","Gas on Gas, Hydro Air, Zoned",Gas In Street,,"Gutters, Lighting, Patio, Porch, Sidewalk, Stone Wall, Terrace, Underground Sprinkler, Underground Utilities",Saxe Middle,,,
170620309,87  Beaver Dam Rd.,Salisbury,ACTV,01/22/2024,,3.76,3593,3593,8,3,3/0,"0 Car Garage, Driveway",1956,36,,850900,,2725000,9360,RR1,,,,No,,No,Per Board of Ed,PBOE,,Yes,No,Not Applicable,,Central Air,Hot Air,Oil,,Tennis Court,,"Pool House, In Ground Pool, Heated",,
170621746,"1  Gold St. , Unit# 26K",Hartford,ACTV,02/04/2024,CO,,1258,1258,4,2,2/0,"2 Car Garage, Under House Garage",1969,23,"Elevator, Guest Parking, Security Services",74051,,329000,5106,DT-2,,,1252,Yes,Monthly,No,Hartford,Per Board of Ed,"Library, Medical Facilities, Park",No,No,Not Applicable,01/30/2024,Central Air,"Hot Air, Steam",Other,,,,,,
170619419,120  Fair Acres Cir.,Stonington,ACTV,01/17/2024,,0,1056,1056,5,3,2/0,"0 Car Garage, 2 Total Spaces, Driveway",2023,41,,106300,Private,199000,2515,GC-60,,,550,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,"Commuter Bus, Medical Facilities, Park, Playground/Tot Lot",No,No,Not Applicable,02/12/2024,Ceiling Fans,Hot Air,Propane,,,,,,
170622441,173  Mill Rd.,North Haven,ACTV,02/09/2024,,1,2308,1544,6,3,3/0,"2 Car Garage, Under House Garage",2016,18,,248170,,525000,8103,R40,,,,No,,No,North Haven,Per Board of Ed,,No,No,Not Applicable,02/19/2024,Central Air,Hot Air,Propane,,,,,,
170617275,12  Splitrock Rd.,Norwalk,ACTV,01/18/2024,,0.33,3316,1658,10,3,3/0,"1 Car Garage, Attached Garage, Carport",1964,40,"Basketball Court, Park, Playground/Tot Lot, Tennis Courts",481430,"Private, Paved, Asphalt, Other",925000,12019,B,,"Programmable Thermostat, Thermopane Windows",800,Yes,Annually,No,Brien McMahon,Rowayton,"Basketball Court, Park, Playground/Tot Lot",No,No,"Access, Water Community, View, Walk to Water",02/16/2024,"Central Air, Zoned","Baseboard, Zoned",Oil,,"Deck, Garden Area, Gutters, Patio, Stone Wall",Roton,,,
170624926,"461  Bank St. , Unit# 801",New London,NEW,02/20/2024,CO,,1640,1640,5,3,2/0,"1 Car Garage, Under House Garage, Covered Garage, Security",2010,7,"Elevator, Exercise Room/Health Club, Guest Parking, Private Rec Facilities, Pool",287560,,475000,11051,CBD1,,,565,Yes,Monthly,No,New London,Per Board of Ed,"Commuter Bus, Library, Medical Facilities, Park, Public Transportation",Yes,No,"View, Walk to Water",,"Ceiling Fans, Central Air",Radiant,Natural Gas,,"Awnings, Balcony, Cabana, Covered Deck, Grill",,"Indoor Pool, Heated, Concrete",,
170619534,279  Saugatuck Ave.,Westport,ACTV,01/17/2024,,1.35,8246,8246,14,4,5/2,"3 Car Garage, Attached Garage",1999,41,,5059672,"Paved, Heated",12500000,91172,AA,,Generator,,No,,No,Staples,Kings Highway,Public Transportation,Yes,Yes,"Direct Waterfront, L. I. Sound Frontage, Dock or Mooring, View",01/17/2024,Central Air,"Hot Air, Zoned","Oil, Propane",,"Balcony, Covered Deck, French Doors, Grill, Guest House, Patio, Porch-Screened, Underground Sprinkler, Underground Utilities",Bedford,"In Ground Pool, Spa, Heated, Gunite",,
170617748,19  Cathy (lot 19) Ln.,East Windsor,ACTV,01/07/2024,,0.17,1308,1308,4,2,2/0,"2 Car Garage, 4 Total Spaces, Attached Garage",2024,51,None,0,Paved,407500,0,MFDD,,Thermopane Windows,,No,,No,East Windsor,Broad Brook,,No,No,Not Applicable,,Central Air,Hot Air,Natural Gas,,Deck,,,,
170619169,90  Sleepy Hollow Rd.,East Lyme,ACTV,01/19/2024,,0.68,2054,1436,6,3,2/0,"2 Car Garage, Attached Garage",1976,39,,207270,Paved,589000,5157,R40,"Hard/Low Nap Floors, Roll-In Shower",,,No,,No,East Lyme,Per Board of Ed,"Golf Course, Library, Medical Facilities, Park, Shopping/Mall",No,No,Walk to Water,,"Ductless, Split System",Baseboard,Propane,,Deck,,,,
170621052,"118  Spyglass Cir. , Unit# 118",Groton,ACTV - HUB,01/25/2024,CO,,1525,1525,6,3,2/1,"2 Car Garage, 2 Total Spaces, Attached Garage, Paved",1988,33,"Guest Parking, Pool",157850,,349900,4298,RM,,Thermopane Windows,572,Yes,Monthly,No,Fitch Senior,Per Board of Ed,"Basketball Court, Golf Course, Health Club, Library, Park, Public Transportation, Shopping/Mall",Yes,No,Not Applicable,01/25/2024,Central Air,Heat Pump,Electric,,"Covered Deck, Lighting, Sidewalk",,"Pool House, In Ground Pool",,
170620123,43  Christian Rd.,Middlebury,ACTV,01/22/2024,,2.14,1532,1532,6,3,2/0,"2 Car Garage, 4 Total Spaces, Under House Garage, Driveway, Paved",1900,36,,203800,Asphalt,439000,6575,R40,,"Storm Doors, Storm Windows",,No,,No,Per Board of Ed,Per Board of Ed,"Library, Medical Facilities, Park",No,No,Not Applicable,02/07/2024,"Ceiling Fans, Window Unit","Baseboard, Zoned",Oil,,Deck,,,,
170617215,2165  Shepard Ave.,Hamden,ACTV,01/05/2024,,1.03,2830,2830,6,2,2/1,"2 Car Garage, 8 Total Spaces, Attached Garage",1979,53,None,235340,"Private, Crushed Stone",449000,13268,R2,"32' Minimum Door Widths, Accessible Bath",,,No,,No,Hamden,West Woods,"Golf Course, Medical Facilities, Park, Public Transportation, Shopping/Mall",No,No,Not Applicable,01/05/2024,Central Air,Hot Air,Oil,,"Deck, Stone Wall",Hamden,,,
170612491,32  Opening Hill Rd.,Madison,ACTV,01/04/2024,,1.83,3568,3568,9,4,2/1,"2 Car Garage, Attached Garage",2024,54,,0,Shared,1400000,0,RU-1,,,,No,,No,Daniel Hand,Per Board of Ed,"Basketball Court, Golf Course, Library, Playground/Tot Lot, Private School(s), Shopping/Mall, Stables/Riding, Tennis Courts",No,No,Not Applicable,01/04/2024,"Central Air, Zoned","Hot Air, Zoned",Propane,,,,,,
170626048,"12  Larkspur Ln. , Unit# 12",Glastonbury,ACTV,02/28/2024,CO,,1080,1080,4,2,1/1,"0 Car Garage, Unpaved",1996,,,152400,,275000,4726,PAD,,,323,Yes,Monthly,No,Glastonbury,Per Board of Ed,,No,No,Not Applicable,,Central Air,Hot Air,Natural Gas,,Patio,,,,
170619823,4  Fara Dr.,Stamford,ACTV,01/18/2024,,0.24,1589,1589,6,3,1/1,"1 Car Garage, Attached Garage",1940,40,,418810,Asphalt,749000,10412,R10,,,,No,,No,Stamford,Newfield,"Health Club, Medical Facilities, Park, Public Transportation, Shopping/Mall",No,No,Not Applicable,,Central Air,Radiator,Oil,Per Board of Ed,Garden Area,Rippowam,,,
170604703,"0  Applegate Ln. , Unit# 0",Canton,ACTV,10/16/2023,,0,2103,2103,7,3,2/1,"2 Car Garage, Attached Garage",2024,162,,0,Paved,665000,0,residential,,"Energy Star Rated, Fireplace Insert, Thermopane Windows",325,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,"Golf Course, Health Club, Library, Medical Facilities, Park, Playground/Tot Lot, Stables/Riding, Tennis Courts",No,No,Not Applicable,01/05/2024,Central Air,Hot Air,Propane,,"Gutters, Patio, Porch, Sidewalk, Underground Sprinkler, Underground Utilities",,,,
170618356,66  Reservoir St.,Bethel,ACTV,01/12/2024,,0.2,2250,2250,7,4,3/0,"2 Car Garage, Attached Garage",2024,46,None,0,"Private, Paved",679900,0,R-10,,Generator Ready,,No,,No,Bethel,Per Board of Ed,"Basketball Court, Golf Course, Health Club, Library, Park, Playground/Tot Lot, Tennis Courts",No,No,Not Applicable,,Central Air,"Hot Air, Zoned",Propane,R.M.T. Johnson,"Deck, Shed",Bethel,,,
170625248,"509  Burnside Ave. , Unit# C9",East Hartford,NEW,02/22/2024,CO,,735,735,5,2,1/0,"0 Car Garage, Parking Lot",1965,5,,28410,,125000,1209,R-5,,Thermopane Windows,310,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,"Shopping/Mall, Walk to Bus Lines",No,No,Not Applicable,02/22/2024,Wall Unit,Baseboard,Oil,,,,,,
170617947,49  Howe Rd.,New Britain,ACTV,01/14/2024,,0.23,1168,1168,6,4,1/0,"0 Car Garage, Off Street Parking",1954,44,,117670,Asphalt,202000,4504,S3,,,,No,,No,New Britain,Jefferson,,No,No,Not Applicable,02/06/2024,None,Baseboard,Natural Gas,,Shed,Per Board of Ed,,,
170620236,219  Kent Rd.,Warren,ACTV,01/24/2024,,5,3244,3244,9,4,4/1,"2 Car Garage, Barn, Off Street Parking",1779,34,,865130,"Private, Gravel",1395000,11376,R2,,"Energy Star Rated, Generator, Storm Doors",,No,,No,Wamogo Regional,Warren,"Golf Course, Lake, Library, Park, Private School(s), Public Rec Facilities, Stables/Riding, Tennis Courts",No,No,"Lake, Access, Beach Rights",,"Ceiling Fans, Central Air","Baseboard, Radiant, Radiator, Zoned","Electric, Oil, Propane",,"Balcony, Barn, Deck, French Doors, Guest House, Paddock, Patio, Porch-Screened, Stone Wall",,,,
